sender,receiver,cargo_name,no_wagons,mdn_speed,lat_sender,lon_sender,lat_receiver,lon_receiver
станція СВАТОВЕ,станція МИКОЛАЇВ-ВАНТАЖНИЙ,"СОРГО (ГАОЛЯН,ДЖУГАРА И ДР.)",388,155,49.40891,38.1644926,46.9576791,31.9758924
станція СВАТОВЕ,станція МИКОЛАЇВ-ВАНТАЖНИЙ,ЯЧМЕНЬ,263,155,49.40891,38.1644926,46.9576791,31.9758924
станція СВАТОВЕ,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,249,155,49.40891,38.1644926,46.9575,31.975556
станція СВАТОВЕ,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ПШЕНИЦА,881,155,49.40891,38.1644926,46.9575,31.975556
станція СВАТОВЕ,станція ОДЕСА-ПОРТ  (ЕКСП.),ПШЕНИЦА,370,156,49.40891,38.1644926,46.485545,30.748833
станція СВАТОВЕ,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ПШЕНИЦА,1070,165,49.40891,38.1644926,46.322273,30.629317
станція СВІТЛОВОДСЬК,станція ЖОВТНЕВА  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,461,125,49.045692,33.254924,46.834899,31.967136
станція СВІТЛОВОДСЬК,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,863,121,49.045692,33.254924,46.9575,31.975556
станція СВІТЛОВОДСЬК,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,289,131,49.045692,33.254924,46.485545,30.748833
станція СЕРДЮКІВКА,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,675,123,49.037918,31.798619,46.485545,30.748833
станція СЕРДЮКІВКА,станція ОДЕСА-ПОРТ  (ЕКСП.),ПШЕНИЦА,284,92,49.037918,31.798619,46.485545,30.748833
станція СЕРДЮКІВКА,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ЗЕРНО КУКУРУЗЫ,266,119,49.037918,31.798619,46.82775,30.76
станція СИГНАЇВКА,станція ЖОВТНЕВА  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,223,127,49.0572906,31.4977695,46.834899,31.967136
станція СИГНАЇВКА,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,2098,123,49.0572906,31.4977695,46.9575,31.975556
станція СИГНАЇВКА,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ПШЕНИЦА,1095,123,49.0572906,31.4977695,46.9575,31.975556
станція СИГНАЇВКА,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,339,133,49.0572906,31.4977695,46.485545,30.748833
станція СИГНАЇВКА,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ЗЕРНО КУКУРУЗЫ,391,147,49.0572906,31.4977695,46.322273,30.629317
станція СІРОГОЗИ,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ПШЕНИЦА,312,102,46.94228,34.37462,46.82775,30.76
станція СКАЛА-ПОДІЛЬСЬКА,станція ОДЕСА-ПОРТ  (ЕКСП.),ПШЕНИЦА,220,146,48.842887,26.203063,46.485545,30.748833
станція СКВИРА,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,424,145,49.753906,29.65695,46.485545,30.748833
станція СКОРОХОДОВЕ,станція КСЕНІЄВЕ (ЕКСП.),ЗЕРНО КУКУРУЗЫ,220,138,49.7793055,35.073158,46.36337,30.62144
станція СЛАВУТА I,станція ВЕСЕЛИЙ КУТ,СОЛОД В ЗЕРНЕ,268,56,50.32072,26.88511,47.1060754,29.9920901
станція СЛАВУТА I,станція ЧЕРНІГІВ ПІВНІЧНИЙ,СОЛОД В ЗЕРНЕ,428,136,50.32072,26.88511,51.519809,31.248508
станція СЛАВУТА I,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ЗЕРНО КУКУРУЗЫ,371,141,50.32072,26.88511,46.322273,30.629317
станція СНІГУРІВКА,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ПШЕНИЦА,208,98,47.0651786,32.7809185,46.322273,30.629317
станція СОКАЛЬ,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,245,106,50.4649598,24.2574808,46.485545,30.748833
станція СОКАЛЬ,станція ОДЕСА-ПОРТ  (ЕКСП.),ПШЕНИЦА,908,121,50.4649598,24.2574808,46.485545,30.748833
станція СОКАЛЬ,станція ОДЕСА-ПОРТ  (ЕКСП.),ЯЧМЕНЬ,455,141,50.4649598,24.2574808,46.485545,30.748833
станція СОКАЛЬ,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ПШЕНИЦА,484,98,50.4649598,24.2574808,46.322273,30.629317
станція СОКАЛЬ,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ЗЕРНО КУКУРУЗЫ,216,114,50.4649598,24.2574808,46.82775,30.76
станція СОРОКА,станція ЖОВТНЕВА  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,210,119,49.071387,29.360998,46.834899,31.967136
станція СОРОКА,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ЗЕРНО КУКУРУЗЫ,543,143,49.071387,29.360998,46.82775,30.76
станція СТАРОКОСТЯНТИНІВ I,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,451,138,49.753,27.1674,46.485545,30.748833
станція СТАРОКОСТЯНТИНІВ I,станція ОДЕСА-ПОРТ  (ЕКСП.),ПШЕНИЦА,291,138,49.753,27.1674,46.485545,30.748833
станція СТАРОКОСТЯНТИНІВ I,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ПШЕНИЦА,509,137.5,49.753,27.1674,46.82775,30.76
станція СТАРОКОСТЯНТИНІВ II,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ПШЕНИЦА,632,148,49.733726,27.2788967,46.322273,30.629317
станція СТАРОКОСТЯНТИНІВ II,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ЗЕРНО КУКУРУЗЫ,211,311,49.733726,27.2788967,46.82775,30.76
станція СУМИ,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,257,158,50.926937,34.8087574,46.9575,31.975556
станція ТАГАНЧА,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,268,146,49.5643213,31.26118,46.485545,30.748833
станція ТАЛЬНЕ,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,279,127,48.8952,30.7242999,46.485545,30.748833
станція ТОРОПИЛІВКА,станція БІЛОЗІР’Я,ЗЕРНО КУКУРУЗЫ,372,127,50.942266,34.670085,49.308279,31.9509979
станція ТРИКРАТНЕ,станція ОДЕСА-ПОРТ  (ЕКСП.),ПШЕНИЦА,288,97,47.7053,31.30533,46.485545,30.748833
станція ТРОСТЯНЕЦЬ-ПОДІЛЬСЬКИЙ,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ПШЕНИЦА,470,115,48.513961,29.210806,46.9575,31.975556
станція ТРОСТЯНЕЦЬ-ПОДІЛЬСЬКИЙ,станція ОДЕСА-ПОРТ  (ЕКСП.),ПШЕНИЦА,317,122,48.513961,29.210806,46.485545,30.748833
