sender,receiver,cargo_name,no_wagons,mdn_speed,lat_sender,lon_sender,lat_receiver,lon_receiver
станція ДОБРОПІЛЛЯ,станція СВІТЛОДАРСЬКЕ,УГОЛЬ КАМЕННЫЙ МАРКИ Г-ГАЗОВЫЙ,1172,129,48.4481566,37.0757679,48.460125,38.170116
станція ДОБРОПІЛЛЯ,станція ЯСИНУВАТА,УГОЛЬ КАМЕННЫЙ МАРКИ Г-ГАЗОВЫЙ,292,21.5,48.4481566,37.0757679,48.120859,37.846206
станція ДОВЖАНСЬКА,станція ГОРОДНІЙ,АНТРАЦИТ,408,74,48.049144,39.6517249,48.771438,39.2796221
станція ДОВЖАНСЬКА,станція ІГРЕНЬ,АНТРАЦИТ,346,112,48.049144,39.6517249,48.472213,35.18905
станція ДОВЖАНСЬКА,станція КРАМАТОРСЬК,АНТРАЦИТ,202,12,48.049144,39.6517249,48.7259313,37.54314
станція ДОВЖАНСЬКА,станція ЛИМАН,АНТРАЦИТ,311,39.5,48.049144,39.6517249,48.9644789,37.8275288
станція ЗАПОРІЖЖЯ I,станція ЕНЕРГОДАР,УГОЛЬ КАМЕННЫЙ МАРКИ Г-ГАЗОВЫЙ,968,38,47.7952285,35.1875062,47.494636,34.64672
станція ЗБІРНА,станція ЧЕРНІГІВ,АНТРАЦИТ,1144,145,48.486559,39.09406,51.4855,31.2666
станція ІВАНИЧІ,станція БУРШТИН,"УГОЛЬ КАМЕННЫЙ,НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ",206,57,50.6379959,24.3676007,49.217461,24.6477491
станція ІВАНИЧІ,станція ГНІДАВА,"УГОЛЬ КАМЕННЫЙ,НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ",229,86,50.6379959,24.3676007,50.7135044,25.3198979
станція ІВАНИЧІ,станція КАЛУШ,"УГОЛЬ КАМЕННЫЙ,НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ",218,67,50.6379959,24.3676007,49.0128135,24.3491688
станція ІЗВАРИНЕ,станція ЧЕРНІГІВ,УГОЛЬ КАМЕННЫЙ МАРКИ Т-ТОЩИЙ,356,86,48.280616,39.895511,51.4855,31.2666
станція ІЗОВ (ЕКСП. ПКП),станція ДІЇВКА,КОНЦЕНТРАТ УГОЛЬНЫЙ,1654,265,50.828474,24.059367,48.462834,34.9122159
станція ІЗОВ (ЕКСП. ПКП),станція ЗАПОРІЖЖЯ-КАМ’ЯНСЬКЕ,КОНЦЕНТРАТ УГОЛЬНЫЙ,1063,260,50.828474,24.059367,48.4808925,34.6462622
станція ІЗОВ (ЕКСП. ПКП),станція ЗАПОРІЖЖЯ-КАМ’ЯНСЬКЕ,УГОЛЬ КАМЕННЫЙ МАРКИ К-КОКСОВЫЙ,411,260,50.828474,24.059367,48.4808925,34.6462622
станція ІЗОВ (ЕКСП. ПКП),станція КАЛУШ,УГОЛЬ КАМЕННЫЙ МАРКИ Г-ГАЗОВЫЙ,492,65,50.828474,24.059367,49.0128135,24.3491688
станція ІЗЮМ,станція АСЛАНОВЕ,АНТРАЦИТ,441,130,49.216,37.3011,47.245581,37.581294
станція ІЗЮМ,станція ЗЕЛЕНЕ ПОЛЕ,АНТРАЦИТ,405,84,49.216,37.3011,48.057999,33.6329791
станція ІЗЮМ,станція ЧУГУЇВ,АНТРАЦИТ,897,84,49.216,37.3011,49.8197326,36.6729053
станція КАЛЬМІУС,станція АВДІЇВКА,УГОЛЬ КАМЕННЫЙ МАРКИ К-КОКСОВЫЙ,3354,5,48.063889,37.881389,48.148889,37.733333
станція КАЛЬМІУС,станція МАКІЇВКА,УГОЛЬ КАМЕННЫЙ МАРКИ Ж-ЖИРНЫЙ,354,20,48.063889,37.881389,48.007681,37.9815461
станція КАЛЬМІУС,станція МАКІЇВКА,УГОЛЬ КАМЕННЫЙ МАРКИ К-КОКСОВЫЙ,2159,20,48.063889,37.881389,48.007681,37.9815461
станція КАРАХАШ,станція ЕЛЕКТРИЧНА,АНТРАЦИТ,649,16,48.132861,39.087217,48.867694,37.755615
станція КАРАХАШ,станція КРАМАТОРСЬК,АНТРАЦИТ,222,11.5,48.132861,39.087217,48.7259313,37.54314
станція КАРАХАШ,станція ЛИМАН,АНТРАЦИТ,518,13.5,48.132861,39.087217,48.9644789,37.8275288
станція КАРАХАШ,станція ТРИПІЛЛЯ-ДНІПРОВСЬКЕ,АНТРАЦИТ,1716,100,48.132861,39.087217,50.1397982,30.7534098
станція КИПУЧА,станція ЕЛЕКТРИЧНА,АНТРАЦИТ,2166,36,48.439332,38.699008,48.867694,37.755615
станція КИПУЧА,станція КРАМАТОРСЬК,АНТРАЦИТ,321,29,48.439332,38.699008,48.7259313,37.54314
станція КИПУЧА,станція ПРАВДА,АНТРАЦИТ,471,57,48.439332,38.699008,48.517983,34.658394
станція КИПУЧА,станція ЧЕРНІГІВ,АНТРАЦИТ,706,118,48.439332,38.699008,51.4855,31.2666
станція КРАСНИЙ ЛУЧ,станція ЕЛЕКТРИЧНА,АНТРАЦИТ,489,12,48.140955,38.9261811,48.867694,37.755615
станція КРАСНИЙ ЛУЧ,станція ЛИМАН,АНТРАЦИТ,230,26,48.140955,38.9261811,48.9644789,37.8275288
станція КРЕМІННЕ,станція ЕЛЕКТРИЧНА,"УГОЛЬ КАМЕННЫЙ,НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ",469,42,49.05346,38.23712,48.867694,37.755615
станція КРИВИЙ ТОРЕЦЬ,станція АВДІЇВКА,УГОЛЬ КАМЕННЫЙ МАРКИ Ж-ЖИРНЫЙ,6205,131,48.409766,37.78366,48.148889,37.733333
станція КРИВИЙ ТОРЕЦЬ,станція БУРШТИН,"УГОЛЬ КАМЕННЫЙ,НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ",1882,290,48.409766,37.78366,49.217461,24.6477491
станція КРИВИЙ ТОРЕЦЬ,станція ВАПНЯРКА,"УГОЛЬ КАМЕННЫЙ,НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ",217,138,48.409766,37.78366,48.5337039,28.7452533
станція КРИВИЙ ТОРЕЦЬ,станція ГОРЛІВКА,УГОЛЬ КАМЕННЫЙ МАРКИ Г-ГАЗОВЫЙ,276,12,48.409766,37.78366,48.311208,38.044173
станція КРИВИЙ ТОРЕЦЬ,станція ЗАСІЛЛЯ,"УГОЛЬ КАМЕННЫЙ,НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ",484,140,48.409766,37.78366,47.025215,32.423609
станція КРИВИЙ ТОРЕЦЬ,станція ІГРЕНЬ,"УГОЛЬ КАМЕННЫЙ,НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ",340,75,48.409766,37.78366,48.472213,35.18905
станція КРИВИЙ ТОРЕЦЬ,станція КНЯЖЕВЕ,"УГОЛЬ КАМЕННЫЙ,НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ",269,86,48.409766,37.78366,48.471882,28.81294
станція КРИВИЙ ТОРЕЦЬ,станція НІКЕЛЬ-ПОБУЗЬКИЙ,"УГОЛЬ КАМЕННЫЙ,НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ",452,124,48.409766,37.78366,48.173252,30.615134
станція КРИВИЙ ТОРЕЦЬ,станція СВІТЛОДАРСЬКЕ,"УГОЛЬ КАМЕННЫЙ,НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ",768,21,48.409766,37.78366,48.460125,38.170116
