sender,receiver,cargo_name,no_wagons,mdn_speed,lat_sender,lon_sender,lat_receiver,lon_receiver
станція ГЛОБИНЕ,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ЗЕРНО КУКУРУЗЫ,308,198,49.399085,33.2271859,46.322273,30.629317
станція ГЛОБИНЕ,станція ЧОРНОМОРСЬКА-ЕКСП.(ДЛЯ ОПЗ),ЗЕРНО КУКУРУЗЫ,54,104,49.399085,33.2271859,46.82775,30.76
станція ГЛОБИНЕ,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ЗЕРНО КУКУРУЗЫ,54,52,49.399085,33.2271859,46.82775,30.76
станція ГЛОБИНЕ,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ПШЕНИЦА,46,104,49.399085,33.2271859,46.82775,30.76
станція ГЛУХІВ,станція КСЕНІЄВЕ (ЕКСП.),ЗЕРНО КУКУРУЗЫ,157,144,51.679907,33.938458,46.36337,30.62144
станція ГЛУХІВ,станція КСЕНІЄВЕ (ЕКСП.),ЯЧМЕНЬ,103,168,51.679907,33.938458,46.36337,30.62144
станція ГЛУХІВ,станція МИКОЛАЇВ,ПШЕНИЦА,51,186,51.679907,33.938458,46.9576791,31.9758924
станція ГЛУХІВ,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,211,211.5,51.679907,33.938458,46.9575,31.975556
станція ГЛУХІВ,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ПШЕНИЦА,102,109.5,51.679907,33.938458,46.9575,31.975556
станція ГЛУХІВ,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,53,199,51.679907,33.938458,46.485545,30.748833
станція ГОРОДЕНКА-ЗАВОД,станція КСЕНІЄВЕ (ЕКСП.),ПШЕНИЦА,52,827,48.6823182,25.476688,46.36337,30.62144
станція ГРАКОВЕ,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,53,204,49.7292217,36.8648588,46.485545,30.748833
станція ГУЛЯЙПОЛЕ,станція ЖОВТНЕВА  (ЕКСП.),ПШЕНИЦА,195,195,47.648025,36.165866,46.834899,31.967136
станція ГУЛЯЙПОЛЕ,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ПШЕНИЦА,54,66,47.648025,36.165866,46.322273,30.629317
станція ДЕНГОФІВКА,станція МИКОЛАЇВ-ВАНТАЖНИЙ,ЗЕРНО КУКУРУЗЫ,367,185,49.306974,29.807379,46.9576791,31.9758924
станція ДЕНГОФІВКА,станція МИКОЛАЇВ-ВАНТАЖНИЙ,ПШЕНИЦА,265,185,49.306974,29.807379,46.9576791,31.9758924
