sender,receiver,cargo,tot_no_wagons,median_speed_km_day,avrg_money_UAH,avrg_tkm
станція ЗБІРНА,станція ДАРНИЦЯ,АНТРАЦИТ,1101,112,8529.152589,53400.09646
станція ЗБІРНА,станція ЧЕРНІГІВ,АНТРАЦИТ,670,124,8446.81791,55307.06866
станція РУТЧЕНКОВЕ,станція АВДІЇВКА,УГОЛЬ КАМЕННЫЙ МАРКИ Ж-ЖИРНЫЙ,1312,4,1407.956555,4199.150152
станція РУТЧЕНКОВЕ,станція МАКІЇВКА,УГОЛЬ КАМЕННЫЙ МАРКИ Ж-ЖИРНЫЙ,1207,18,2098.504557,6390.074565
станція РОЗСИПНА,станція НОВИЙ СВІТ,АНТРАЦИТ,959,30,1986.451512,6278.171011
станція РОЗСИПНА,станція ПЕЛАГІЇВСЬКИЙ,АНТРАЦИТ,439,2,833.4578588,348.8667426
станція РОЗСИПНА,станція ПОСТНИКОВЕ,АНТРАЦИТ,354,9,906.1892655,1318.267232
станція РОВЕНЬКИ,станція ФАЩІВКА,АНТРАЦИТ,344,35,1726.244186,4861.337209
станція РОДИНСЬКА,станція ЦУКУРИХА,УГОЛЬ КАМЕННЫЙ МАРКИ Ж-ЖИРНЫЙ,929,14,1452.305705,2913.168999
станція РОДИНСЬКА,станція БАТУРИНСЬКА,КОНЦЕНТРАТ УГОЛЬНЫЙ,245,97,6180.191429,24901.42041
станція РОДИНСЬКА,станція БУРШТИН,УГОЛЬ КАМЕННЫЙ МАРКИ Г-ГАЗОВЫЙ,3286,339,20079.59437,91178.91222
станція РОДИНСЬКА,станція ГУМЕНЦІ,КОНЦЕНТРАТ УГОЛЬНЫЙ,368,289,10809.97826,74964.48234
станція РОДИНСЬКА,станція ГОРЛІВКА,УГОЛЬ КАМЕННЫЙ МАРКИ Ж-ЖИРНЫЙ,201,76,6038.333333,33765.01493
станція РОДИНСЬКА,станція ДОБРОТВІР,УГОЛЬ КАМЕННЫЙ МАРКИ Г-ГАЗОВЫЙ,730,263,21156.41781,85868.88753
станція РОДИНСЬКА,станція ЛИМАН,УГОЛЬ КАМЕННЫЙ МАРКИ Г-ГАЗОВЫЙ,4863,113,6792.223504,27879.62554
станція РОДИНСЬКА,станція ЛАДИЖИН,УГОЛЬ КАМЕННЫЙ МАРКИ Г-ГАЗОВЫЙ,765,393,12087.90418,51552.51216
станція РОДИНСЬКА,станція ЕНЕРГОДАР,УГОЛЬ КАМЕННЫЙ МАРКИ Г-ГАЗОВЫЙ,720,146,11995.4225,29278.13042
станція РОДИНСЬКА,станція АВДІЇВКА,УГОЛЬ КАМЕННЫЙ МАРКИ Ж-ЖИРНЫЙ,732,20,1850.773224,4200.584699
станція РОДИНСЬКА,станція ЯМНИЦЯ,УГОЛЬ КАМЕННЫЙ МАРКИ Ж-ЖИРНЫЙ,1515,278,13077.49637,94124.92673
станція РОДИНСЬКА,станція ЯСИНУВАТА,УГОЛЬ КАМЕННЫЙ МАРКИ Ж-ЖИРНЫЙ,760,41,4637.565789,24094.61711
станція РОДИНСЬКА,станція КРИВИЙ РІГ-ГОЛОВНИЙ,УГОЛЬ КАМЕННЫЙ МАРКИ Ж-ЖИРНЫЙ,1542,95,4539.879377,25703.91051
станція РОДИНСЬКА,станція КОМУНАРСЬК,УГОЛЬ КАМЕННЫЙ МАРКИ Ж-ЖИРНЫЙ,655,45,3867.138931,19976.67176
станція РОДИНСЬКА,станція ОСНОВА,УГОЛЬ КАМЕННЫЙ МАРКИ Ж-ЖИРНЫЙ,764,129,4894.129581,27172.23037
станція РОДИНСЬКА,станція ТРИПІЛЛЯ-ДНІПРОВСЬКЕ,УГОЛЬ КАМЕННЫЙ МАРКИ Г-ГАЗОВЫЙ,938,350,17782.0791,47901.91578
станція РОДИНСЬКА,станція СВІТЛОДАРСЬКЕ,УГОЛЬ КАМЕННЫЙ МАРКИ Г-ГАЗОВЫЙ,11437,99,6991.923188,26662.24533
станція РОДИНСЬКА,станція САРТАНА,УГОЛЬ КАМЕННЫЙ МАРКИ Ж-ЖИРНЫЙ,300,75,4963.613333,25693.80667
станція РОДИНСЬКА,станція ПОКРОВСЬК,УГОЛЬ КАМЕННЫЙ МАРКИ Ж-ЖИРНЫЙ,1435,5,934.7665505,679.5191638
станція РОСІЯ,станція ЗАПОРІЖЖЯ-ЛІВЕ,КОНЦЕНТРАТ УГОЛЬНЫЙ,231,80,3961.082251,17899.43247
станція РОСІЯ,станція ЛИМАН,КОНЦЕНТРАТ УГОЛЬНЫЙ,333,109,6549.895195,30280.0991
станція РОСІЯ,станція ЕНЕРГОДАР,КОНЦЕНТРАТ УГОЛЬНЫЙ,204,107,5533.568627,29826.01471
станція РОСІЯ,станція ТРИПІЛЛЯ-ДНІПРОВСЬКЕ,КОНЦЕНТРАТ УГОЛЬНЫЙ,324,118,13891.34877,49602.13364
станція РОСІЯ,станція СВІТЛОДАРСЬКЕ,КОНЦЕНТРАТ УГОЛЬНЫЙ,7390,85,6291.26728,26682.93694
станція РОСІЯ,станція ПОКРОВСЬК,КОНЦЕНТРАТ УГОЛЬНЫЙ,313,5,1187.13099,1511.603834
станція ЦУКУРИХА,станція ЕЛЕКТРИЧНА,ШЛАМ УГОЛЬНЫЙ,294,92,12193.73469,30444.64626
станція ЦУКУРИХА,станція ЕНЕРГОДАР,КОНЦЕНТРАТ УГОЛЬНЫЙ,364,73,7332.576923,30072.08791
станція ЦУКУРИХА,станція СВІТЛОДАРСЬКЕ,"УГОЛЬ КАМЕННЫЙ,НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ",460,27,2763.069565,11249.19565
станція ЦУКУРИХА,станція СВІТЛОДАРСЬКЕ,КОНЦЕНТРАТ УГОЛЬНЫЙ,8991,45,4326.763041,21807.56778
станція БЕРЕГОВА  (ЕКСП.),станція ЗЕЛЕНЕ ПОЛЕ,АНТРАЦИТ,1760,493,8110.351023,34265.9678
станція БЕРЕГОВА  (ЕКСП.),станція ЗАПОРІЖЖЯ-ЛІВЕ,"УГОЛЬ КАМЕННЫЙ,НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ",2278,369,15692.55465,51255.03011
станція БЕРЕГОВА  (ЕКСП.),станція ЗАПОРІЖЖЯ-КАМ’ЯНСЬКЕ,"УГОЛЬ КАМЕННЫЙ,НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ",1006,147,13057.41968,41036.25592
станція БЕРЕГОВА  (ЕКСП.),станція БУРШТИН,"УГОЛЬ КАМЕННЫЙ,НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ",221,246.5,18886.69005,64362.10113
станція БЕРЕГОВА  (ЕКСП.),станція ДАРНИЦЯ,АНТРАЦИТ,1298,375,10381.93297,52173.38521
станція БЕРЕГОВА  (ЕКСП.),станція ДАРНИЦЯ,УГОЛЬ КАМЕННЫЙ МАРКИ Т-ТОЩИЙ,1485,375,7455.779798,52160.97051
станція БЕРЕГОВА  (ЕКСП.),станція ЛИМАН,"УГОЛЬ КАМЕННЫЙ,НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ",870,409,10167.33563,56881.5269
станція БЕРЕГОВА  (ЕКСП.),станція ЛАДИЖИН,"УГОЛЬ КАМЕННЫЙ,НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ",516,426,7140.759884,29592.51105
станція БЕРЕГОВА  (ЕКСП.),станція ЧЕРНІГІВ,АНТРАЦИТ,1396,316,12672.44484,65811.17048
станція БЕРЕГОВА  (ЕКСП.),станція ЧЕРНІГІВ,УГОЛЬ КАМЕННЫЙ МАРКИ Т-ТОЩИЙ,1542,474,8603.368353,65798.60817
станція БЕРЕГОВА  (ЕКСП.),станція ІГРЕНЬ,АНТРАЦИТ,278,319,6988.992806,44073.75144
станція БЕРЕГОВА  (ЕКСП.),станція ЕНЕРГОДАР,"УГОЛЬ КАМЕННЫЙ,НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ",606,289,21658.44406,60351.71262
станція БЕРЕГОВА  (ЕКСП.),станція АВДІЇВКА,"УГОЛЬ КАМЕННЫЙ,НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ",3896,292,19506.64671,60958.42956
станція БЕРЕГОВА  (ЕКСП.),станція ТРИПІЛЛЯ-ДНІПРОВСЬКЕ,АНТРАЦИТ,557,328,6705.775583,45587.46571
станція БЕРЕГОВА  (ЕКСП.),станція ТРИПІЛЛЯ-ДНІПРОВСЬКЕ,"УГОЛЬ КАМЕННЫЙ,НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ",6296,328,9920.993281,45566.04549
станція БЕРЕГОВА  (ЕКСП.),станція САРТАНА,"УГОЛЬ КАМЕННЫЙ,НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ",719,256,22672.35869,71301.01008
станція БЕРЕГОВА  (ЕКСП.),станція СУМИ,УГОЛЬ КАМЕННЫЙ МАРКИ Т-ТОЩИЙ,361,316,9045.537396,65663.96842
станція БЕРЕГОВА  (ЕКСП.),станція ПРАВДА,"УГОЛЬ КАМЕННЫЙ,НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ",1774,310,13275.43269,43195.98848
станція БУЛАВИН,станція КРАМАТОРСЬК,АНТРАЦИТ,232,9,1949,6024.375
станція БУНКЕРНА,станція ЕЛЕКТРИЧНА,УГОЛЬ КАМЕННЫЙ МАРКИ Т-ТОЩИЙ,347,34,3015.230548,14277.33429
станція БУНКЕРНА,станція ЯМНИЦЯ,УГОЛЬ КАМЕННЫЙ МАРКИ Т-ТОЩИЙ,208,158,14109.125,109393.8558
станція БОГУСЛАВСЬКИЙ,станція РОДИНСЬКА,УГОЛЬ КАМЕННЫЙ МАРКИ Г-ГАЗОВЫЙ,525,53,5185.082095,7311.01181
станція БОГУСЛАВСЬКИЙ,станція РОЯ,УГОЛЬ КАМЕННЫЙ МАРКИ Г-ГАЗОВЫЙ,2562,72,4557.616276,9276.403298
станція БОГУСЛАВСЬКИЙ,станція БУРШТИН,УГОЛЬ КАМЕННЫЙ МАРКИ Г-ГАЗОВЫЙ,1598,417,23408.95707,86690.5423
станція БОГУСЛАВСЬКИЙ,станція ДОБРОПІЛЛЯ,УГОЛЬ КАМЕННЫЙ МАРКИ Г-ГАЗОВЫЙ,1168,63,5360.488613,8719.275514
станція БОГУСЛАВСЬКИЙ,станція ЛАДИЖИН,УГОЛЬ КАМЕННЫЙ МАРКИ Г-ГАЗОВЫЙ,707,338,12063.77864,43934.15791
станція БОГУСЛАВСЬКИЙ,станція НОВОГРОДІВКА,УГОЛЬ КАМЕННЫЙ МАРКИ Г-ГАЗОВЫЙ,403,56,4793.799007,7717.578164
станція БОГУСЛАВСЬКИЙ,станція КРИВИЙ ТОРЕЦЬ,УГОЛЬ КАМЕННЫЙ МАРКИ Г-ГАЗОВЫЙ,295,235,6406.987119,16122.22559
станція БОГУСЛАВСЬКИЙ,станція КУРАХІВКА,УГОЛЬ КАМЕННЫЙ МАРКИ Г-ГАЗОВЫЙ,2034,68,4973.575418,9476.624754
станція ВАЛЯНІВСЬКИЙ,станція ДОВЖАНСЬКА,АНТРАЦИТ,611,4,898.2684124,557.6563011
станція ВОСКРЕСЕНСЬКА,станція ЛИМАН,АНТРАЦИТ,693,62,4149.522367,19813.76453
станція ВОСКРЕСЕНСЬКА,станція ТРИПІЛЛЯ-ДНІПРОВСЬКЕ,АНТРАЦИТ,299,86,8151.508361,59264.96873
станція ГРОДІВКА,станція ЖАШКІВ,"УГОЛЬ КАМЕННЫЙ,НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ",225,97,21002.01778,64301.31556
станція ГРОДІВКА,станція ЦУКУРИХА,УГОЛЬ КАМЕННЫЙ МАРКИ Г-ГАЗОВЫЙ,688,11,1493.969477,3132.797965
станція ГРОДІВКА,станція БУРШТИН,КОНЦЕНТРАТ УГОЛЬНЫЙ,213,170,20011.05211,94484.07042
станція ГРОДІВКА,станція ЛАДИЖИН,КОНЦЕНТРАТ УГОЛЬНЫЙ,346,131,15668.11012,55004.24566
станція ДРОНОВЕ,станція ПЕЛАГІЇВСЬКИЙ,АНТРАЦИТ,289,2,833,278.8512111
станція ДАР’ЇВКА,станція ГОРОДНІЙ,АНТРАЦИТ,421,52,3148.014252,14507.67791
станція ДАР’ЇВКА,станція ФАЩІВКА,АНТРАЦИТ,736,40,1833.326087,5557.663043
станція ДАР’ЇВКА,станція ЧЕРНІГІВ,АНТРАЦИТ,721,64,9029.538141,60919.06019
станція ДАР’ЇВКА,станція ІМ. КОЖУШКО О.М.,АНТРАЦИТ,212,19,3357.75,17171.19434
станція ДАР’ЇВКА,станція ЕЛЕКТРИЧНА,АНТРАЦИТ,511,23,3201.150685,17723.07603
станція ДАР’ЇВКА,станція КРАМАТОРСЬК,АНТРАЦИТ,325,21,2911.036923,13398.71323
станція ДАР’ЇВКА,станція ПРАВДА,АНТРАЦИТ,273,23,5165.498168,33086.35897
станція ДОБРОПІЛЛЯ,станція РОЯ,УГОЛЬ КАМЕННЫЙ МАРКИ Г-ГАЗОВЫЙ,5076,26,3378.723444,5271.987027
станція ДОБРОПІЛЛЯ,станція РОСІЯ,УГОЛЬ КАМЕННЫЙ МАРКИ Г-ГАЗОВЫЙ,954,17,4248.453249,3464.104822
станція ДОБРОПІЛЛЯ,станція БУРШТИН,УГОЛЬ КАМЕННЫЙ МАРКИ Г-ГАЗОВЫЙ,11672,344,18408.11861,94513.35546
станція ДОБРОПІЛЛЯ,станція ДОБРОТВІР,УГОЛЬ КАМЕННЫЙ МАРКИ Г-ГАЗОВЫЙ,887,334,16433.1903,92425.64493
станція ДОБРОПІЛЛЯ,станція ДОБРОПІЛЛЯ,УГОЛЬ КАМЕННЫЙ МАРКИ Г-ГАЗОВЫЙ,1089,5,1605.538476,685.107438
станція ДОБРОПІЛЛЯ,станція ЛАДИЖИН,УГОЛЬ КАМЕННЫЙ МАРКИ Г-ГАЗОВЫЙ,1532,269,12323.46129,54800.75199
станція ДОБРОПІЛЛЯ,станція ІГРЕНЬ,УГОЛЬ КАМЕННЫЙ МАРКИ Г-ГАЗОВЫЙ,707,217,6320.049222,14890.92673
станція ДОБРОПІЛЛЯ,станція ЕНЕРГОДАР,УГОЛЬ КАМЕННЫЙ МАРКИ Г-ГАЗОВЫЙ,1747,114,7401.916714,30677.19436
станція ДОБРОПІЛЛЯ,станція АВДІЇВКА,УГОЛЬ КАМЕННЫЙ МАРКИ Г-ГАЗОВЫЙ,499,41,2134.717435,5573.132465
станція ДОБРОПІЛЛЯ,станція ЯМНИЦЯ,УГОЛЬ КАМЕННЫЙ МАРКИ Г-ГАЗОВЫЙ,1462,235,18273.7593,95629.96963
станція ДОБРОПІЛЛЯ,станція ЯСИНУВАТА,УГОЛЬ КАМЕННЫЙ МАРКИ Г-ГАЗОВЫЙ,291,21.5,2097.312715,6616.412371
станція ДОБРОПІЛЛЯ,станція НОВОГРОДІВКА,УГОЛЬ КАМЕННЫЙ МАРКИ Г-ГАЗОВЫЙ,760,15,3455.416579,3153.838684
станція ДОБРОПІЛЛЯ,станція КРИВИЙ ТОРЕЦЬ,УГОЛЬ КАМЕННЫЙ МАРКИ Г-ГАЗОВЫЙ,501,100,6681.09521,28069.1515
станція ДОБРОПІЛЛЯ,станція КУРАХІВКА,УГОЛЬ КАМЕННЫЙ МАРКИ Г-ГАЗОВЫЙ,1183,17,2627.030347,4846.00727
станція ДОБРОПІЛЛЯ,станція СВІТЛОДАРСЬКЕ,УГОЛЬ КАМЕННЫЙ МАРКИ Г-ГАЗОВЫЙ,705,103,5331.712057,27574.37681
станція ДОБРОПІЛЛЯ,станція САРТАНА,КОНЦЕНТРАТ УГОЛЬНЫЙ,695,66,5003.506475,27027.90281
станція ДОБРОПІЛЛЯ,станція ПОКРОВСЬК,УГОЛЬ КАМЕННЫЙ МАРКИ Г-ГАЗОВЫЙ,1365,10,3552.779048,2037.147253
станція ДОВЖАНСЬКА,станція ГОРОДНІЙ,АНТРАЦИТ,320,44,3172.39375,15259.725
станція ДОВЖАНСЬКА,станція ЛИМАН,АНТРАЦИТ,265,33,4098.426415,23937.42642
станція ЛЕГЕНДАРНА,станція ЛАДИЖИН,КОНЦЕНТРАТ УГОЛЬНЫЙ,2376,137,12705.14226,42460.67214
станція ЛИМАН,станція КРИВИЙ РІГ-ГОЛОВНИЙ,УГОЛЬ КАМЕННЫЙ МАРКИ К-КОКСОВЫЙ,384,136,6277.096354,36733.70964
станція ЛИМАН,станція ТРИПІЛЛЯ-ДНІПРОВСЬКЕ,УГОЛЬ КАМЕННЫЙ МАРКИ Т-ТОЩИЙ,723,323,7324.384509,44865.82573
станція ЛОБІВСЬКІ КОПАЛЬНІ,станція ФАЩІВКА,АНТРАЦИТ,345,28,1542.565217,3904.904348
станція ФАЩІВКА,станція ЛИМАН,АНТРАЦИТ,208,54,3348.480769,18918.375
станція ЧУМАКОВЕ,станція ЛИМАН,УГОЛЬ КАМЕННЫЙ МАРКИ Т-ТОЩИЙ,283,57,3658,19702.3682
станція ЧУМАКОВЕ,станція КОМУНАРСЬК,"УГОЛЬ КАМЕННЫЙ,НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ",230,18,2702.330435,8528.200435
станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,станція ЛАДИЖИН,"УГОЛЬ КАМЕННЫЙ,НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ",526,77,6731.487262,27005.31635
станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,станція АВДІЇВКА,"УГОЛЬ КАМЕННЫЙ,НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ",305,156,21655.69344,64988.16951
станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),станція ЗАПОРІЖЖЯ-ЛІВЕ,УГОЛЬ КАМЕННЫЙ МАРКИ СС-СЛАБОСПЕКАЮЩИЙСЯ,800,730,18057.8,50903.12813
станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),станція ЗАПОРІЖЖЯ-ЛІВЕ,"УГОЛЬ КАМЕННЫЙ,НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ",2452,730,13412.15147,50742.10351
станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),станція ЗАПОРІЖЖЯ-КАМ’ЯНСЬКЕ,"УГОЛЬ КАМЕННЫЙ,НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ",300,194,12891.5,40517.385
станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),станція АВДІЇВКА,"УГОЛЬ КАМЕННЫЙ,НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ",1876,897,17494.54861,62341.26093
станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),станція КРИВИЙ РІГ-ГОЛОВНИЙ,УГОЛЬ КАМЕННЫЙ МАРКИ К-КОКСОВЫЙ,813,108,7247.212915,29589.50258
станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),станція КОМУНАРСЬК,"УГОЛЬ КАМЕННЫЙ,НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ",596,164,8504.481544,66289.35438
станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),станція МАРІУПОЛЬ-СОРТУВАЛЬНИЙ,УГОЛЬ КАМЕННЫЙ МАРКИ СС-СЛАБОСПЕКАЮЩИЙСЯ,400,505,22673.2715,70298.24213
станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),станція ТРИПІЛЛЯ-ДНІПРОВСЬКЕ,АНТРАЦИТ,428,324,6422.471963,43618.1215
станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),станція ТРИПІЛЛЯ-ДНІПРОВСЬКЕ,"УГОЛЬ КАМЕННЫЙ,НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ",402,118.5,16067.81791,44837.00597
станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),станція САРТАНА,"УГОЛЬ КАМЕННЫЙ,НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ",806,508,21324.02407,70697.08306
станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),станція ПРАВДА,"УГОЛЬ КАМЕННЫЙ,НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ",813,255,11792.34047,42396.94237
станція ЧОРНОМОРСЬКА (ДЛЯ ТІС),станція УДАЧНА,КОНЦЕНТРАТ УГОЛЬНЫЙ,256,400,8895.6875,54134.92793
станція ЧОП (ЕКСП. ЖСР),станція КРИВИЙ РІГ-ГОЛОВНИЙ,КОНЦЕНТРАТ УГОЛЬНЫЙ,313,251,14628.19105,70336
станція ІЗВАРИНЕ,станція ЧЕРНІГІВ,УГОЛЬ КАМЕННЫЙ МАРКИ Т-ТОЩИЙ,325,86,8561,65903.50154
станція ІЗЮМ,станція ЗЕЛЕНЕ ПОЛЕ,АНТРАЦИТ,373,84,11607.84316,35244.01971
станція ІЗЮМ,станція ЧУГУЇВ,АНТРАЦИТ,794,84,7057.267003,11618.70227
станція ІЗЮМ,станція АСЛАНОВЕ,АНТРАЦИТ,275,109,17473.91527,45056.76858
станція ІЗОВ (ЕКСП. ПКП),станція ЗАПОРІЖЖЯ-КАМ’ЯНСЬКЕ,УГОЛЬ КАМЕННЫЙ МАРКИ К-КОКСОВЫЙ,381,346,11786.20735,66761.17585
станція ІЗОВ (ЕКСП. ПКП),станція ЗАПОРІЖЖЯ-КАМ’ЯНСЬКЕ,КОНЦЕНТРАТ УГОЛЬНЫЙ,890,346,11039.44382,66158.66517
станція ІЗОВ (ЕКСП. ПКП),станція ДІЇВКА,КОНЦЕНТРАТ УГОЛЬНЫЙ,1304,265,11560.01534,68041.81482
станція ІЗОВ (ЕКСП. ПКП),станція ДОБРОТВІР,"УГОЛЬ КАМЕННЫЙ,НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ",507,39,2786.051282,7971.321795
станція ІЗОВ (ЕКСП. ПКП),станція КАЛУШ,УГОЛЬ КАМЕННЫЙ МАРКИ Г-ГАЗОВЫЙ,511,65,9469.682975,21739.72446
станція ІВАНИЧІ,станція ДОБРОТВІР,"УГОЛЬ КАМЕННЫЙ,НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ",640,29,1718.317188,4104.971094
станція ІВАНИЧІ,станція КАЛУШ,"УГОЛЬ КАМЕННЫЙ,НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ",208,53,5129.013462,18649.83654
станція ІВАНИЧІ,станція СОСНІВКА,"УГОЛЬ КАМЕННЫЙ,НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ",1067,23,3273.457732,3200.276476
станція ХАНЖЕНКОВЕ,станція ГОРЛІВКА,"УГОЛЬ КАМЕННЫЙ,НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ",356,16,1196.946629,2105.438202
станція ХАНЖЕНКОВЕ,станція МАКІЇВКА,УГОЛЬ КАМЕННЫЙ МАРКИ К-КОКСОВЫЙ,403,18,1502,3817.245658
станція ХАНЖЕНКОВЕ,станція МАКІЇВКА,УГОЛЬ КАМЕННЫЙ МАРКИ ОС-ОТОЩЕННЫЙ СПЕКАЮЩИЙСЯ,257,18,1499.929961,3770.51751
станція АРОМАТНА,станція РОДИНСЬКА,УГОЛЬ КАМЕННЫЙ МАРКИ Г-ГАЗОВЫЙ,621,66,4479.415459,9152.970048
станція АРОМАТНА,станція РОЯ,УГОЛЬ КАМЕННЫЙ МАРКИ Г-ГАЗОВЫЙ,1039,86,4515.434071,11827.73975
станція АРОМАТНА,станція РОСІЯ,УГОЛЬ КАМЕННЫЙ МАРКИ Г-ГАЗОВЫЙ,361,72,5532.055402,10047.99792
станція АРОМАТНА,станція БУРШТИН,УГОЛЬ КАМЕННЫЙ МАРКИ Г-ГАЗОВЫЙ,7497,414,18560.02652,84198.25918
