sender,receiver,cargo,tot_no_wagons,median_speed_km_day,avrg_money_UAH,avrg_tkm
станція ЛИХАЧОВЕ,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ПШЕНИЦА,297,275,20803.56667,57075.14835
станція ЛИХАЧОВЕ,станція ОДЕСА-ПОРТ  (ЕКСП.),ПШЕНИЦА,269,279,22320.28848,58489.63253
станція ЛИНОВИЦЯ,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ЗЕРНО КУКУРУЗЫ,215,149,19941.80977,54273.1154
станція ЛИНОВИЦЯ,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,1801,123,17219.30144,34717.05625
станція ЛИСЯНКА,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ЗЕРНО КУКУРУЗЫ,244,301,12568.41148,40356.63996
станція ЛИПОВЕЦЬ,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,200,104,18178.209,35056.97765
станція ЛАЗІРКИ,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ЗЕРНО КУКУРУЗЫ,1575,144,22216.66203,46886.60933
станція ЛАЗІРКИ,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ПШЕНИЦА,263,144,20202.21521,49751.93156
станція ЛАЗІРКИ,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ЗЕРНО КУКУРУЗЫ,796,163,24752.13379,43982.60496
станція ЛАНІВЦІ,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,291,96,16361.95464,43998.72302
станція ЛОЗОВА,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ПШЕНИЦА,372,282,17630.3629,57752.32624
станція ФІСАКИ,станція ЖОВТНЕВА  (ЕКСП.),ПШЕНИЦА,328,126,11636.31677,25992.73207
станція ФУНДУКЛІЇВКА,станція ЖОВТНЕВА  (ЕКСП.),ПШЕНИЦА,218,74,11599.12615,20170.15734
станція ФУНДУКЛІЇВКА,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,282,90,14407.27518,33829.38564
станція ЧЕРНІГІВ ПІВНІЧНИЙ,станція ЖОВТНЕВА  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,273,278,15125.15018,56601.86923
станція ЧЕРНІГІВ ПІВНІЧНИЙ,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,346,274,15313.30636,55448.91142
станція ЧЕРНІГІВ ПІВНІЧНИЙ,станція ОДЕСА-ПОРТ  (ЕКСП.),СОЛОД В ЗЕРНЕ,1210,146,5902.247107,36364.14544
станція ЧЕРКАСИ,станція ЖОВТНЕВА  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,680,91,16237.77971,24557.805
станція ЧЕРКАСИ,станція ЖОВТНЕВА  (ЕКСП.),ПШЕНИЦА,620,91,14926.21919,24937.59081
станція ЧЕРКАСИ,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,1467,89,13850.1925,23663.01909
станція ЧЕРКАСИ,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,428,116,16199.8222,34429.6653
станція ЩАСЛИВА,станція ЖОВТНЕВА  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,444,81,9470.992342,21036.02838
станція ЩАСЛИВА,станція ЖОВТНЕВА  (ЕКСП.),ПШЕНИЦА,371,81,14082.07817,22189.35396
станція ЩАСЛИВА,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ЗЕРНО КУКУРУЗЫ,264,106,12489.14242,34747.41307
станція ЩАСЛИВА,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ЗЕРНО КУКУРУЗЫ,292,92,15530.10959,30648.30086
станція ЩАСЛИВА,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ПШЕНИЦА,278,92,20196.81906,32154.93363
станція ЩАСЛИВА,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,258,78,10593.34457,20514.0564
станція ЩАСЛИВА,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ПШЕНИЦА,204,104,10173.59804,21543.83603
станція ЩАСЛИВА,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,311,95,15123.98682,32662.5626
станція ЩАСЛИВА,станція ОДЕСА-ПОРТ  (ЕКСП.),ПШЕНИЦА,275,95,14115.65055,32610.41382
станція ЮСКІВЦІ,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,369,127,13349.67832,33367.28374
станція ІЗЮМ,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ПШЕНИЦА,300,290,18636.042,58457.68827
станція ІЗЮМ,станція ОДЕСА-ПОРТ  (ЕКСП.),ПШЕНИЦА,206,295,19658.1699,60447.80272
станція ІЗМАЇЛ,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ЯЧМЕНЬ,507,91,10374.63925,21322.76726
станція ІЗМАЇЛ,станція ОДЕСА-ПОРТ  (ЕКСП.),ПШЕНИЦА,279,104,8207.286738,21486.78366
станція ІЧНЯ,станція ЖОВТНЕВА  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,270,110,20940.39815,39864.25622
станція ІЧНЯ,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,2819,122,20663.30128,39740.00576
станція ІЧНЯ,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ПШЕНИЦА,469,134,15858.10938,39188.06525
станція ІЧНЯ,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,706,129,19016.30227,54960.29354
станція ХРИСТИНІВКА,станція ЧОРНОМОРСЬК-ПОРТ,ЗЕРНО КУКУРУЗЫ,200,104.5,15440.444,31229.95103
станція ХРИСТИНІВКА,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ЗЕРНО КУКУРУЗЫ,661,104.5,17079.40182,30988.24017
станція ХРИСТИНІВКА,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ЗЕРНО КУКУРУЗЫ,1059,123,16267.56072,32941.29599
станція ХРИСТИНІВКА,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,553,126,12384.1642,33817.65179
станція ХРИСТИНІВКА,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ПШЕНИЦА,284,126,11548.61901,34623.91189
станція ХРИСТИНІВКА,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,1445,88,13700.30581,29668.62693
станція ХРИСТИНІВКА,станція ОДЕСА-ПОРТ  (ЕКСП.),ПШЕНИЦА,406,88,12506.79729,30524.11309
станція ХАРКІВ-ЛІСКИ,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО ГОРОХА,334,126,4413.928144,42325.79014
станція ХАРКІВ-ЛІСКИ,станція ОДЕСА-ПОРТ  (ЕКСП.),ПШЕНИЦА,402,152,4512.141791,40239.86647
станція ХАРКІВ-СОРТУВАЛЬНИЙ,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,285,128,21727.72281,51043.49477
станція ХАРКІВ-СОРТУВАЛЬНИЙ,станція ОДЕСА-ПОРТ  (ЕКСП.),ПШЕНИЦА,215,128,18864.21767,52740.27335
станція ХАЩУВАТЕ,станція ЧОРНОМОРСЬКА-ЕКСП.(ДЛЯ ОПЗ),ЗЕРНО КУКУРУЗЫ,251,102,12478.5761,34076.01478
станція ХАЩУВАТЕ,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,283,71.5,13609.78763,30755.82792
станція ХМІЛЬНИК,станція ЖОВТНЕВА  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,355,144,19574.52141,46783.46451
станція ХМІЛЬНИК,станція ЖОВТНЕВА  (ЕКСП.),ПШЕНИЦА,334,120,16441.32784,50138.14431
станція ХМІЛЬНИК,станція ЧОРНОМОРСЬК-ПОРТ,ЗЕРНО КУКУРУЗЫ,491,137,15734.23177,34736.92464
станція ХМІЛЬНИК,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ЗЕРНО КУКУРУЗЫ,610,110,20130.28115,35692.58361
станція ХМІЛЬНИК,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ЗЕРНО КУКУРУЗЫ,1650,116,17256.66394,37908.43794
станція ХМІЛЬНИК,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ЯЧМЕНЬ,409,116,14127.80049,35055.76724
станція ХМІЛЬНИК,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ПШЕНИЦА,507,96,16634.37456,39973.30256
станція ХМІЛЬНИК,станція КСЕНІЄВЕ (ЕКСП.),ЗЕРНО КУКУРУЗЫ,1351,105,18456.82487,34307.33332
станція ХМІЛЬНИК,станція КСЕНІЄВЕ (ЕКСП.),ПШЕНИЦА,306,105,17106.15098,36173.55556
станція ХМІЛЬНИК,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,1273,103,14087.15389,34077.1921
станція ХМІЛЬНИК,станція ОДЕСА-ПОРТ  (ЕКСП.),ПШЕНИЦА,792,87,13205.58927,35531.52538
станція ХОРОСТКІВ,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ЗЕРНО КУКУРУЗЫ,292,121,23199.55205,46929.75008
станція ХОРОСТКІВ,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,504,111,18176.4504,43292.35718
станція ХОРОСТКІВ,станція ОДЕСА-ПОРТ  (ЕКСП.),ПШЕНИЦА,326,111,13637.91687,45544.03328
станція АРЦИЗ,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ЯЧМЕНЬ,646,52,5556.03096,9362.018824
станція АРЦИЗ,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ПШЕНИЦА,881,78,6038.965267,10663.76336
станція АРЦИЗ,станція ЧОРНОМОРСЬКА-ЕКСП.(ДЛЯ ОПЗ),ПШЕНИЦА,215,63,7751.527907,17458.81219
станція АРЦИЗ,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ЯЧМЕНЬ,263,86,8628.876806,15588.2619
станція АРЦИЗ,станція КСЕНІЄВЕ (ЕКСП.),ЯЧМЕНЬ,538,51,6326.68513,9282.549535
станція АРЦИЗ,станція КСЕНІЄВЕ (ЕКСП.),ПШЕНИЦА,629,51,6520.552941,10634.77917
станція АРЦИЗ,станція ОДЕСА-ПОРТ  (ЕКСП.),ПШЕНИЦА,538,69,7774.090892,15997.47786
станція АЛІЯГА,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ЯЧМЕНЬ,305,73,8911.801311,17339.12518
станція АНДРІЯШІВКА,станція МИРОНІВКА,ПШЕНИЦА,298,94,11071.57987,29133.70604
станція ШЕВЧЕНКОВЕ-ПІВДЕННЕ,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ПШЕНИЦА,394,149,18816.11929,61542.71041
станція ШЕВЧЕНКОВЕ-ПІВДЕННЕ,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ПШЕНИЦА,349,275,21153.18997,57318.76711
станція ШЕВЧЕНКОВЕ-ПІВДЕННЕ,станція ОДЕСА-ПОРТ  (ЕКСП.),ПШЕНИЦА,404,139,18002.66238,58288.21666
станція ШАРІВКА,станція ЖОВТНЕВА  (ЕКСП.),ПШЕНИЦА,282,35,12598.25177,14868.43174
станція ШАРІВКА,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ЗЕРНО КУКУРУЗЫ,260,97,11796.22462,31630.28308
станція ШАРІВКА,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ПШЕНИЦА,219,84,16421.05845,29045.74247
станція ШАРІВКА,станція ОДЕСА-ПОРТ  (ЕКСП.),ПШЕНИЦА,271,86,11821.94908,29877.47934
станція ШОСТКА,станція КСЕНІЄВЕ (ЕКСП.),ЗЕРНО КУКУРУЗЫ,234,489,37597.21624,62211.26624
станція ШОСТКА,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,275,160,27783.07527,59804.69945
станція ШПОЛА,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,295,126,10028.39322,25010.46644
станція ШПОЛА,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ПШЕНИЦА,493,95,10547.31886,26171.09099
станція ШПОЛА,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,673,108,16847.34131,35579.59493
станція ЯРЕСЬКИ,станція ЖОВТНЕВА  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,584,128,21105.38116,33859.56822
станція ЯРЕСЬКИ,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ЗЕРНО КУКУРУЗЫ,241,325,15023.5112,42633.88195
станція ЯРМОЛИНЦІ,станція ОДЕСА-ПОРТ  (ЕКСП.),ПШЕНИЦА,257,106,10238.90584,34045.30778
станція ЯРОШЕНКА,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ПШЕНИЦА,235,81,11428.89277,27080.54043
станція ЯРОШЕНКА,станція КСЕНІЄВЕ (ЕКСП.),ЗЕРНО КУКУРУЗЫ,398,95,14498.13769,25182.02548
станція ЯРОШЕНКА,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,1270,96,12489.92969,25207.06923
станція ЯРОШЕНКА,станція ОДЕСА-ПОРТ  (ЕКСП.),ЯЧМЕНЬ,271,96,9367.686347,23261.21801
станція ЯРОШЕНКА,станція ОДЕСА-ПОРТ  (ЕКСП.),ПШЕНИЦА,876,96,9600.555479,26456.03507
станція УЛАДІВКА,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,950,100,15494.11968,33448.82227
станція УЛАДІВКА,станція ОДЕСА-ПОРТ  (ЕКСП.),ЯЧМЕНЬ,286,112.5,13114.06573,30404.90783
станція УЛАДІВКА,станція ОДЕСА-ПОРТ  (ЕКСП.),ПШЕНИЦА,868,100,15651.28502,34063.09626
станція УМАНЬ,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ЗЕРНО КУКУРУЗЫ,282,129,14565.54681,34932.01064
станція УМАНЬ,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,323,93,15578.35108,30859.87616
станція НІЖИН,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ЗЕРНО КУКУРУЗЫ,1441,275,22360.11742,53099.77611
станція НІЖИН,станція КСЕНІЄВЕ (ЕКСП.),ЗЕРНО КУКУРУЗЫ,223,134,24765.46099,51067.52018
станція НЕСВІЧ-ВОЛИНСЬКИЙ,станція ОДЕСА-ПОРТ  (ЕКСП.),ПШЕНИЦА,272,139,17770.21066,55213.87904
станція НИЗИ,станція ЖОВТНЕВА  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,252,157,17828.64405,52200.94246
станція НИЗИ,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ПШЕНИЦА,210,308,24780.42381,64412.04
станція НИЗИ,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,2897,129,23398.36476,50467.85003
станція НИЗИ,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ПШЕНИЦА,277,141.5,21694.61769,53005.16859
станція НИЗИ,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,276,133,22976.37681,63104.96612
станція НОВІ САНЖАРИ,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ЗЕРНО КУКУРУЗЫ,283,317,14630.25724,42890.43551
станція НОВІ САНЖАРИ,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ЗЕРНО КУКУРУЗЫ,230,127,17608.38087,37730.76848
станція НОВІ САНЖАРИ,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,419,69,17671.56086,28145.21098
станція НОВОГРАД-ВОЛИНСЬКИЙ I,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,287,118,19274.83833,45566.57791
станція НОВОГРАД-ВОЛИНСЬКИЙ I,станція ОДЕСА-ПОРТ  (ЕКСП.),ПШЕНИЦА,273,118,17535.04432,47949.70978
станція НОВОГУПАЛІВКА,станція ЖОВТНЕВА  (ЕКСП.),ПШЕНИЦА,205,131,11272.89463,27014.31786
станція НОВОГУПАЛІВКА,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ПШЕНИЦА,354,127,10022.9435,26528.82503
станція НОВОУКРАЇНКА,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ЗЕРНО КУКУРУЗЫ,210,84,10471.78286,21956.1919
станція НОВОУКРАЇНКА,станція ЧОРНОМОРСЬКА-ЕКСП.(ДЛЯ ОПЗ),ЗЕРНО КУКУРУЗЫ,272,44,9922.476103,17648.82706
станція НОВОУКРАЇНКА,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ЗЕРНО КУКУРУЗЫ,668,67,8391.46976,17956.89768
станція НОВОУКРАЇНКА,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,729,70,10185.73251,18706.73517
станція НОВОУКРАЇНКА,станція ОДЕСА-ПОРТ  (ЕКСП.),ЯЧМЕНЬ,325,70,10601.46769,17003.69338
станція НОВОУКРАЇНКА,станція ОДЕСА-ПОРТ  (ЕКСП.),ПШЕНИЦА,387,70,9725.686047,19514.36393
станція НОВОМИРГОРОД,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,1075,84,9088.250791,23350.75298
станція НОВОМОСКОВСЬК-ДНІПРОВСЬКИЙ,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ПШЕНИЦА,269,143,24048.81264,49471.1342
станція НОВООЛЕКСІЇВКА,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ПШЕНИЦА,230,105,9814.775217,23620.5887
станція НОСІВКА,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ЗЕРНО КУКУРУЗЫ,554,278,16844.83105,55152.89383
станція НОСІВКА,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,456,356,18335.00746,46683.75318
станція НОСІВКА,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,667,156,17247.87436,50695.53924
станція КРЕМЕНЧУК,станція МИКОЛАЇВ-ВАНТАЖНИЙ,ЗЕРНО КУКУРУЗЫ,415,111,9898.232289,21796.52612
станція КРЕМЕНЧУК,станція МИКОЛАЇВ-ВАНТАЖНИЙ,ПШЕНИЦА,488,111,9676.014754,24152.29379
станція КРЕМЕНЕЦЬ,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ПШЕНИЦА,216,124,12255.76389,53355.1213
станція КРЕМЕНЕЦЬ,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,481,100,25158.68254,53334.01636
станція КРИЖОПІЛЬ,станція КСЕНІЄВЕ (ЕКСП.),ПШЕНИЦА,244,99,7873.297541,20415.32787
станція КРИЖОПІЛЬ,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,1676,75,11534.09606,20394.68064
станція КРИЖОПІЛЬ,станція ОДЕСА-ПОРТ  (ЕКСП.),ЯЧМЕНЬ,268,100,9940.162313,18228.52631
станція КРИЖОПІЛЬ,станція ОДЕСА-ПОРТ  (ЕКСП.),ПШЕНИЦА,1728,75,11536.46539,20524.18492
станція КРАСИЛІВ,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ПШЕНИЦА,283,94,18066.62226,38830.17403
станція КРАСИЛІВ,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ПШЕНИЦА,258,85,16652.20388,41040.3655
станція КРАСИЛІВ,станція ОДЕСА-ПОРТ  (ЕКСП.),ПШЕНИЦА,312,88,12593.62372,36170.754
станція КРАСНЕ,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ЗЕРНО КУКУРУЗЫ,285,122,28572.59579,52516.57965
станція КРАСНЕ,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ПШЕНИЦА,454,146,22441.24449,51764.12046
станція КРАСНЕ,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ЗЕРНО КУКУРУЗЫ,206,127,22516.70971,49857.27199
станція КРАСНЕ,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ПШЕНИЦА,353,127,25664.36119,51833.24861
станція КРАСНЕ,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,330,139,23114.97394,49338.43733
станція КРАСНЕ,станція ОДЕСА-ПОРТ  (ЕКСП.),ПШЕНИЦА,517,139,17719.41992,48886.45021
станція КРАСНОПАВЛІВКА,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ПШЕНИЦА,257,292,17728.98833,60358.82599
станція КРОЛЕВЕЦЬ,станція ЖОВТНЕВА  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,699,295,19476.36481,55671.87077
станція КРОЛЕВЕЦЬ,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ЗЕРНО КУКУРУЗЫ,1495,331,24751.95926,63736.41683
станція КРОЛЕВЕЦЬ,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ПШЕНИЦА,714,331,25398.77633,68895.23118
станція КРОЛЕВЕЦЬ,станція КСЕНІЄВЕ (ЕКСП.),ЗЕРНО КУКУРУЗЫ,662,157,24787.02795,60652.49139
станція КРОЛЕВЕЦЬ,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,2093,291,18064.97688,54354.07253
станція КРОЛЕВЕЦЬ,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,1524,154,21847.79035,59416.14035
станція КРОЛЕВЕЦЬ,станція ОДЕСА-ПОРТ  (ЕКСП.),ПШЕНИЦА,292,309,20309.98288,63454.17699
станція КРОШНЯ,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,226,116,16431.71062,38795.50376
станція КРОПИВНИЦЬКИЙ,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ЗЕРНО КУКУРУЗЫ,262,101,10307.34427,26454.72183
станція КРОПИВНИЦЬКИЙ,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,232,96,9117.802155,19004.18897
станція КРОПИВНИЦЬКИЙ,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,999,87,12745.07808,23346.3082
станція КРОПИВНИЦЬКИЙ,станція ОДЕСА-ПОРТ  (ЕКСП.),ПШЕНИЦА,350,87,9439.367714,24276.32071
станція КІНЕЦЬПІЛЬ,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ПШЕНИЦА,225,81,8665.255111,22529.49778
станція КИРИКІВКА,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,203,142,18744.72414,46420.94433
станція КИРИКІВКА,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,223,145,21288.57489,56634.79962
станція КАРЛІВКА,станція ЖОВТНЕВА  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,251,127,15426.6988,33644.36215
станція КАРЛІВКА,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ЗЕРНО КУКУРУЗЫ,398,325,18607.99397,43080.79146
станція КАРЛІВКА,станція КСЕНІЄВЕ (ЕКСП.),ЗЕРНО КУКУРУЗЫ,350,127,20718.05114,45321.38686
станція КАРЛІВКА,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,1483,100,18926.06339,33074.74208
станція КАРОЛІНА,станція СЛАВУТА I,ЯЧМЕНЬ,372,73,7844.243011,17720.55376
станція КАБАННЕ,станція ЖОВТНЕВА  (ЕКСП.),ПШЕНИЦА,445,115,23021.81596,56940.36969
станція КАБАННЕ,станція МИКОЛАЇВ-ВАНТАЖНИЙ,ПШЕНИЦА,316,133,18967.13766,55136.80468
станція КАБАННЕ,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ПШЕНИЦА,1845,127,22924.38179,55542.77949
станція КАХОВКА,станція ЖОВТНЕВА  (ЕКСП.),ПШЕНИЦА,211,73,6073.092891,9985.67346
станція КАХОВКА,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,294,69,9929.186054,23368.87381
станція КАХОВКА,станція ОДЕСА-ПОРТ  (ЕКСП.),ПШЕНИЦА,511,87,9199.516438,24948.63562
станція КАМ’ЯНЕЦЬ-ПОДІЛЬСЬКИЙ,станція МИКОЛАЇВ-ВАНТАЖНИЙ,ЗЕРНО КУКУРУЗЫ,648,160,24782.59367,63032.21111
станція КАМ’ЯНЕЦЬ-ПОДІЛЬСЬКИЙ,станція МИКОЛАЇВ-ВАНТАЖНИЙ,ПШЕНИЦА,1357,160,27096.66161,64716.47413
станція КАМ’ЯНЕЦЬ-ПОДІЛЬСЬКИЙ,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,243,321,18929.80864,62782.38436
станція КАМ’ЯНЕЦЬ-ПОДІЛЬСЬКИЙ,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ПШЕНИЦА,333,321,21000.11712,65571.97477
станція КАМ’ЯНКА,станція ЖОВТНЕВА  (ЕКСП.),ПШЕНИЦА,207,78,11790.83816,20998.21739
станція КАМ’ЯНКА,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,611,93,12961.79951,31012.33101
станція КАПІТАНІВКА,станція ЧОРНОМОРСЬКА-ЕКСП.(ДЛЯ ОПЗ),ЗЕРНО КУКУРУЗЫ,243,66,14713.03251,22961.24074
станція КАПІТАНІВКА,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ЗЕРНО КУКУРУЗЫ,562,84,13547.00979,23143.88843
